Word,Length,Freq_HAL,Log_Freq_HAL,SUBTLWF,LgSUBTLWF,SUBTLCD,LgSUBTLCD,Ortho_N,Phono_N,Phono_N_H,OG_N,OG_N_H,Freq_N,Freq_N_P,Freq_N_PH,Freq_N_OG,Freq_N_OGH,Freq_Greater,Freq_G_Mean,Freq_Less,Freq_L_Mean,Freq_Rel,Concreteness_Rating,Semantic_Neighborhood_Density,Semantic_Neighbors,Semantic_Diversity,Age_Of_Acquisition,Body_Object_Interaction,Emotional_Valence,Emotional_Arousal,Emotional_Dominance,BG_Sum,BG_Mean,BG_Freq_By_Pos,Pron,NPhon,NSyll,MorphSp,MorphPr,NMorph,POS,I_Mean_RT,I_Zscore,I_SD,Obs,I_Mean_Accuracy,I_NMG_Mean_RT,I_NMG_Zscore,I_NMG_SD,I_NMG_Obs,I_NMG_Mean_Accuracy
theory,6,"48,737",10.794,28.61,3.164,11.5,2.985,0,0,0,0,0,,,,,,,,,,,1.47,0.659,"6,944",1.626,9.37,1.5,5.65,4.41,5.76,"12,736","2,547.20","2,125","T""i@`.ri",5,2,{theor--y},"{T""i@`.r--i}",2,NN,602.774,-0.622,149.829,26,0.94,626.462,-0.34,131.599,,0.963
thick,5,"11,429",9.344,13.98,2.854,6.72,2.752,3,18,18,1,1,10.4,8.607,8.607,8.064,8.064,2,11.5,1,8.1,0.9,4,0.608,"3,056",1.759,5.61,1.724,4.63,3.13,5.72,"11,350","2,837.50","2,152","T""Ik",3,1,{thick},"{T""Ik}",1,JJ|NN|RB,662.406,-0.626,322.767,27,0.91,650.852,-0.353,155.608,,0.964
thin,4,"14,257",9.565,20.18,3.013,9.57,2.905,7,25,25,2,2,10.1,7.837,7.837,7.923,7.923,3,14,4,7.2,0.95,3.83,0.62,"4,259",1.81,6.47,2.591,5.47,4.5,5.33,"19,529","6,509.67","2,124","T""In",3,1,{thin},"{T""In}",1,JJ|RB|NN|VB,622.441,-0.54,213.624,26,0.97,591.615,-0.593,130.455,,1
tiara,5,125,4.828,1.78,1.964,0.54,1.663,0,0,0,0,0,,,,,,,,,,,4.89,0.38,0,,6.77,,5.48,5.05,5.23,"23,676","5,919.00","2,089","ti.""A.r@",5,3,{tiara},"{ti.""A.r@}",1,NN,828,0.024,288.567,23,0.68,773.087,0.175,180.646,,0.92
tight,5,"19,366",9.871,50.92,3.415,21.61,3.259,9,42,42,8,8,9.8,8.339,8.339,9.852,9.852,5,11.8,4,7.4,1,3.87,0.607,"4,037",1.898,5.252,2.083,,,,"12,456","3,114.00","1,333","t""aIt",3,1,{tight},"{t""aIt}",1,JJ|RB,612.371,-0.628,241.064,28,1,599.25,-0.6,90.516,,1
tiny,4,"15,764",9.665,32.22,3.216,13.02,3.039,7,12,12,3,3,6,4.98,4.98,5.871,5.871,1,10.2,6,5.3,1.62,3.11,0.626,"5,221",1.851,5.33,1.667,5.1,4.6,6.16,"24,187","8,062.33","1,457","t""aI.ni",4,2,{tiny},"{t""aI.ni}",1,JJ|NN,604.97,-0.631,212.225,25,0.94,660.48,-0.368,94.791,,1
toad,4,"1,692",7.434,5.69,2.464,1.55,2.117,7,36,39,5,5,8.4,7.009,6.987,8.194,8.194,4,10.7,3,5.3,0.88,5,0.504,0,1.523,6.11,4.2,6,3.62,4.84,"5,672","1,890.67","1,334","t""od",3,1,{toad},"{t""od}",1,NN,657.455,-0.525,188.63,28,1,606.5,-0.515,116.098,,1
toddler,7,"1,032",6.939,0.78,1.613,0.41,1.544,3,6,6,3,3,2.2,2.597,2.597,2.154,2.154,0,,3,2.2,3.22,4.29,0.4,0,1.289,6.11,5.875,6.28,4.2,4.88,"24,954","4,159.00","5,225","t""A.4l=.@`",5,3,{toddle}>er>,"{t""A.4l=}.>@`>",2,NN,643.486,-0.483,156.265,28,1,686.571,-0.273,262.233,,1
tooth,5,"3,129",8.048,13.57,2.841,4.78,2.604,3,13,13,1,1,6,7.476,7.476,8.404,8.404,1,8.4,2,4.8,1.34,4.89,0.568,805,1.715,3.61,6.037,5.06,3.52,4.89,"9,128","2,282.00","2,576","t""uT",3,1,{tooth},"{t""uT}",1,NN,634.559,-0.584,225.621,25,1,612.12,-0.538,109.392,,0.962
tough,5,"17,334",9.76,90.51,3.664,32.74,3.439,10,24,24,4,4,5.8,6.809,6.809,6.944,6.944,1,10.5,9,5.3,1.69,2.5,0.612,"4,512",1.958,5.47,1.958,4.45,4.24,6,"8,075","2,018.75","2,049","t""Vf",3,1,{tough},"{t""Vf}",1,JJ|NN,592.129,-0.627,128.945,27,0.94,633.63,-0.505,144.483,,1
tournament,10,"15,764",9.665,9.1,2.667,1.87,2.199,0,0,0,0,0,,,,,,,,,,,4.11,0.614,"3,891",0.96,7.83,2.517,6.24,4.08,5.18,"30,934","3,437.11","3,824","t""Ur.n@.m@nt",9,3,{tournament},"{t""Ur.n@.m@nt}",1,NN,744.545,-0.152,220.182,26,0.97,740.192,0.14,162.257,,0.963
train,5,"23,376",10.059,95.06,3.686,20.98,3.246,7,12,12,6,6,8.7,7.918,7.918,9.052,9.052,1,10.9,6,8.3,1.16,4.79,0.668,"7,974",1.568,4,5.333,6.36,4.05,5.72,"25,694","6,423.50","3,920","tr""en",4,1,{train},"{tr""en}",1,NN|VB,581.257,-0.701,168.184,28,1,602.929,-0.586,119.108,,1
